participant,ibex_ident,list,bloque,presentation,item_number,condition,rating,rt,grammaticality,control,distractor,zscore,binary_accuracy
5,32,l1,b1,23,34,D,1,4529,ungrammatical,subject,mismatch,-0.926910971873242,1
5,34,l1,b1,25,39,B,5,6320,grammatical,subject,mismatch,0.641079394643608,1
5,36,l1,b1,27,89,F,5,5873,grammatical,object,mismatch,0.641079394643608,1
5,38,l1,b1,29,74,H,1,4324,ungrammatical,object,mismatch,-0.926910971873242,1
5,40,l1,b1,31,13,D,1,3070,ungrammatical,subject,mismatch,-0.926910971873242,1
5,43,l1,b1,34,76,G,5,4361,ungrammatical,object,match,0.641079394643608,0
5,45,l1,b1,36,24,A,6,7612,grammatical,subject,match,1.03307698627282,1
5,47,l1,b1,38,17,C,1,2660,ungrammatical,subject,match,-0.926910971873242,1
5,49,l1,b1,40,71,F,7,2860,grammatical,object,mismatch,1.42507457790203,1
5,51,l1,b1,42,58,G,1,3469,ungrammatical,object,match,-0.926910971873242,1
5,53,l1,b1,44,85,E,4,5170,grammatical,object,match,0.249081803014395,1
5,54,l1,b1,45,19,B,6,7588,grammatical,subject,mismatch,1.03307698627282,1
5,56,l1,b1,47,92,E,6,5002,grammatical,object,match,1.03307698627282,1
5,59,l1,b2,50,14,D,1,2364,ungrammatical,subject,mismatch,-0.926910971873242,1
5,61,l1,b2,52,22,A,7,3904,grammatical,subject,match,1.42507457790203,1
5,62,l1,b2,53,94,H,1,2639,ungrammatical,object,mismatch,-0.926910971873242,1
5,64,l1,b2,55,80,F,6,4406,grammatical,object,mismatch,1.03307698627282,1
5,66,l1,b2,57,64,H,1,4840,ungrammatical,object,mismatch,-0.926910971873242,1
5,68,l1,b2,59,91,F,7,3379,grammatical,object,mismatch,1.42507457790203,1
5,70,l1,b2,61,20,B,6,5181,grammatical,subject,mismatch,1.03307698627282,1
5,72,l1,b2,63,7,C,1,2533,ungrammatical,subject,match,-0.926910971873242,1
5,74,l1,b2,65,5,D,1,4611,ungrammatical,subject,mismatch,-0.926910971873242,1
5,76,l1,b2,67,27,C,1,2907,ungrammatical,subject,match,-0.926910971873242,1
5,78,l1,b2,69,69,E,6,3238,grammatical,object,match,1.03307698627282,1
5,80,l1,b2,71,51,G,1,2628,ungrammatical,object,match,-0.926910971873242,1
5,82,l1,b2,73,12,B,5,4956,grammatical,subject,mismatch,0.641079394643608,1
5,84,l1,b2,75,59,G,1,3557,ungrammatical,object,match,-0.926910971873242,1
5,86,l1,b2,77,62,E,2,2814,grammatical,object,match,-0.53491338024403,0
5,89,l1,b2,80,73,F,5,4228,grammatical,object,mismatch,0.641079394643608,1
5,90,l1,b2,81,1,A,6,4355,grammatical,subject,match,1.03307698627282,1
5,92,l1,b2,83,77,G,1,4309,ungrammatical,object,match,-0.926910971873242,1
5,94,l1,b2,85,84,H,1,2752,ungrammatical,object,mismatch,-0.926910971873242,1
5,96,l1,b2,87,33,A,7,3301,grammatical,subject,match,1.42507457790203,1
5,98,l1,b2,89,4,D,1,2636,ungrammatical,subject,mismatch,-0.926910971873242,1
5,100,l1,b2,91,47,C,1,2969,ungrammatical,subject,match,-0.926910971873242,1
5,103,l1,b2,94,30,B,5,3172,grammatical,subject,mismatch,0.641079394643608,1
5,104,l1,b2,95,90,E,7,3476,grammatical,object,match,1.42507457790203,1
5,106,l1,b3,97,43,D,1,2367,ungrammatical,subject,mismatch,-0.926910971873242,1
5,108,l1,b3,99,65,H,1,2956,ungrammatical,object,mismatch,-0.926910971873242,1
5,109,l1,b3,100,2,A,7,3048,grammatical,subject,match,1.42507457790203,1
5,112,l1,b3,103,61,G,1,2324,ungrammatical,object,match,-0.926910971873242,1
5,114,l1,b3,105,21,B,2,4030,grammatical,subject,mismatch,-0.53491338024403,0
5,116,l1,b3,107,8,C,1,2373,ungrammatical,subject,match,-0.926910971873242,1
5,118,l1,b3,109,78,F,7,2837,grammatical,object,mismatch,1.42507457790203,1
5,120,l1,b3,111,35,D,1,3542,ungrammatical,subject,mismatch,-0.926910971873242,1
5,122,l1,b3,113,10,B,7,2998,grammatical,subject,mismatch,1.42507457790203,1
5,124,l1,b3,115,87,H,1,2893,ungrammatical,object,mismatch,-0.926910971873242,1
5,126,l1,b3,117,79,G,1,3276,ungrammatical,object,match,-0.926910971873242,1
5,128,l1,b3,119,18,C,1,3413,ungrammatical,subject,match,-0.926910971873242,1
5,130,l1,b3,121,40,A,6,2844,grammatical,subject,match,1.03307698627282,1
5,131,l1,b3,122,57,F,4,3714,grammatical,object,mismatch,0.249081803014395,1
5,134,l1,b3,125,52,E,6,4573,grammatical,object,match,1.03307698627282,1
